
========== Fixed Pool ==========
VM ID	TYPE	Price($/year)	Total Allocation Time	Total Incurred Cost($/year)
Total cost for fixed pool in $ per year: 0.0

========== Floating Pool ==========
VM ID	TYPE	Price($/hour)	Total Allocation Time	Total Incurred Cost($)
5237	SPOT	0.01	2942.04	0.01
5238	SPOT	0.01	2942.04	0.01
5239	SPOT	0.01	2942.04	0.01
5240	SPOT	0.01	2942.04	0.01
5241	SPOT	0.01	2942.04	0.01
5242	SPOT	0.01	2942.04	0.01
5243	SPOT	0.01	2942.04	0.01
5244	SPOT	0.01	2942.04	0.01
5245	SPOT	0.01	2942.04	0.01
5246	SPOT	0.01	2942.04	0.01
5247	SPOT	0.01	2942.04	0.01
5248	SPOT	0.01	2942.04	0.01
5249	SPOT	0.01	2942.04	0.01
5250	SPOT	0.01	2942.04	0.01
5251	SPOT	0.01	2942.04	0.01
5252	SPOT	0.01	2942.04	0.01
5253	SPOT	0.01	2942.04	0.01
5254	SPOT	0.01	2942.04	0.01
5255	SPOT	0.01	2942.04	0.01
5256	SPOT	0.01	2942.04	0.01
5257	SPOT	0.01	2942.04	0.01
5258	SPOT	0.01	2942.04	0.01
5259	SPOT	0.01	2942.04	0.01
5260	SPOT	0.01	2942.04	0.01
5261	SPOT	0.01	2942.04	0.01
5262	SPOT	0.01	2942.04	0.01
5263	SPOT	0.01	2942.04	0.01
5264	SPOT	0.01	2942.04	0.01
5265	SPOT	0.01	2942.04	0.01
5266	SPOT	0.01	2942.04	0.01
5267	SPOT	0.01	2942.04	0.01
5268	SPOT	0.01	2942.04	0.01
5269	SPOT	0.01	2942.04	0.01
5270	SPOT	0.01	2942.04	0.01
5271	SPOT	0.01	2942.04	0.01
5272	SPOT	0.01	2942.04	0.01
5273	SPOT	0.01	2942.04	0.01
5274	SPOT	0.01	2942.04	0.01
5275	SPOT	0.01	2942.04	0.01
5276	SPOT	0.01	2942.04	0.01
5277	SPOT	0.01	2942.04	0.01
5278	SPOT	0.01	2942.04	0.01
5279	SPOT	0.01	2942.04	0.01
5280	SPOT	0.01	2942.04	0.01
5281	SPOT	0.01	2942.04	0.01
5282	SPOT	0.01	2942.04	0.01
5283	SPOT	0.01	2942.04	0.01
5284	SPOT	0.01	2942.04	0.01
5285	SPOT	0.01	2942.04	0.01
5286	SPOT	0.01	2942.04	0.01
5287	SPOT	0.01	2942.04	0.01
5288	SPOT	0.01	2942.04	0.01
5289	SPOT	0.01	2942.04	0.01
5290	SPOT	0.01	2942.04	0.01
5291	SPOT	0.01	2942.04	0.01
5292	SPOT	0.01	2942.04	0.01
5293	SPOT	0.01	2942.04	0.01
5294	SPOT	0.01	2942.04	0.01
5295	SPOT	0.01	2942.04	0.01
5296	SPOT	0.01	2942.04	0.01
5297	SPOT	0.01	2942.04	0.01
5298	SPOT	0.01	2942.04	0.01
5299	SPOT	0.01	2942.04	0.01
5300	SPOT	0.01	2942.04	0.01
5301	SPOT	0.01	2942.04	0.01
5302	SPOT	0.01	2942.04	0.01
5303	SPOT	0.01	2942.04	0.01
5304	SPOT	0.01	2942.04	0.01
5305	SPOT	0.01	2942.04	0.01
5306	SPOT	0.01	2942.04	0.01
5307	SPOT	0.01	2942.04	0.01
5308	SPOT	0.01	2942.04	0.01
5309	SPOT	0.01	2942.04	0.01
5310	SPOT	0.01	2942.04	0.01
5311	SPOT	0.01	2942.04	0.01
5312	SPOT	0.01	2942.04	0.01
5313	SPOT	0.01	2942.04	0.01
5314	SPOT	0.01	2942.04	0.01
5315	SPOT	0.01	2942.04	0.01
5316	SPOT	0.01	2942.04	0.01
5317	SPOT	0.01	2942.04	0.01
5318	SPOT	0.01	2942.04	0.01
5319	SPOT	0.01	2942.04	0.01
5320	SPOT	0.01	2942.04	0.01
5321	SPOT	0.01	2942.04	0.01
5322	SPOT	0.01	2942.04	0.01
5323	SPOT	0.01	2942.04	0.01
5324	SPOT	0.01	2942.04	0.01
5325	SPOT	0.01	2942.04	0.01
5326	SPOT	0.01	2942.04	0.01
5327	SPOT	0.01	2942.04	0.01
5328	SPOT	0.01	2942.04	0.01
5329	SPOT	0.01	2942.04	0.01
5330	SPOT	0.01	2942.04	0.01
5331	SPOT	0.01	2942.04	0.01
5332	SPOT	0.01	2942.04	0.01
5333	SPOT	0.01	2942.04	0.01
5334	SPOT	0.01	2942.04	0.01
5335	SPOT	0.01	2942.04	0.01
5336	SPOT	0.01	2942.04	0.01
5337	SPOT	0.01	2942.04	0.01
5338	SPOT	0.01	2942.04	0.01
5339	SPOT	0.01	2942.04	0.01
5340	SPOT	0.01	2942.04	0.01
5341	SPOT	0.01	2942.04	0.01
5342	SPOT	0.01	2942.04	0.01
5343	SPOT	0.01	2942.04	0.01
5344	SPOT	0.01	2942.04	0.01
5345	SPOT	0.01	2942.04	0.01
5346	SPOT	0.01	2942.04	0.01
5347	SPOT	0.01	2942.04	0.01
5348	SPOT	0.01	2942.04	0.01
5349	SPOT	0.01	2942.04	0.01
5350	SPOT	0.01	2942.04	0.01
5351	SPOT	0.01	2942.04	0.01
5352	SPOT	0.01	2942.04	0.01
5353	SPOT	0.01	2942.04	0.01
5354	SPOT	0.01	2942.04	0.01
5355	SPOT	0.01	2942.04	0.01
5356	SPOT	0.01	2942.04	0.01
5357	SPOT	0.01	2942.04	0.01
5358	SPOT	0.01	2942.04	0.01
5359	SPOT	0.01	2942.04	0.01
5360	SPOT	0.01	2942.04	0.01
5361	SPOT	0.01	2942.04	0.01
5362	SPOT	0.01	2942.04	0.01
5363	SPOT	0.01	2942.04	0.01
5364	SPOT	0.01	2942.04	0.01
5365	SPOT	0.01	2942.04	0.01
5366	SPOT	0.01	2942.04	0.01
5367	SPOT	0.01	2942.04	0.01
5368	SPOT	0.01	2942.04	0.01
5369	SPOT	0.01	2942.04	0.01
5370	SPOT	0.01	2942.04	0.01
5371	SPOT	0.01	2942.04	0.01
5372	SPOT	0.01	2942.04	0.01
5373	SPOT	0.01	2942.04	0.01
5374	SPOT	0.01	2942.04	0.01
5375	SPOT	0.01	2942.04	0.01
5376	SPOT	0.01	2942.04	0.01
5377	SPOT	0.01	2942.04	0.01
5378	SPOT	0.01	2942.04	0.01
5379	SPOT	0.01	2942.04	0.01
5380	SPOT	0.01	2942.04	0.01
5381	SPOT	0.01	2942.04	0.01
5382	SPOT	0.01	2942.04	0.01
5383	SPOT	0.01	2942.04	0.01
5384	SPOT	0.01	2942.04	0.01
5385	SPOT	0.01	2942.04	0.01
5386	SPOT	0.01	2942.04	0.01
5387	SPOT	0.01	2942.04	0.01
5388	SPOT	0.01	2942.04	0.01
5389	SPOT	0.01	2942.04	0.01
5390	SPOT	0.01	2942.04	0.01
5391	SPOT	0.01	2942.04	0.01
5392	SPOT	0.01	2942.04	0.01
5393	SPOT	0.01	2942.04	0.01
5394	SPOT	0.01	2942.04	0.01
5395	SPOT	0.01	2942.04	0.01
5396	SPOT	0.01	2942.04	0.01
5397	SPOT	0.01	2942.04	0.01
5398	SPOT	0.01	2942.04	0.01
5399	SPOT	0.01	2942.04	0.01
5400	SPOT	0.01	2942.04	0.01
5401	SPOT	0.01	2942.04	0.01
5402	SPOT	0.01	2942.04	0.01
5403	SPOT	0.01	2942.04	0.01
5404	SPOT	0.01	2942.04	0.01
5405	SPOT	0.01	2942.04	0.01
5406	SPOT	0.01	2942.04	0.01
5407	SPOT	0.01	2942.04	0.01
5408	SPOT	0.01	2942.04	0.01
5409	SPOT	0.01	2942.04	0.01
5410	SPOT	0.01	2942.04	0.01
5411	SPOT	0.01	2942.04	0.01
5412	SPOT	0.01	2942.04	0.01
5413	SPOT	0.01	2942.04	0.01
5414	SPOT	0.01	2942.04	0.01
5415	SPOT	0.01	2942.04	0.01
5416	SPOT	0.01	2942.04	0.01
5417	SPOT	0.01	2942.04	0.01
5418	SPOT	0.01	2942.04	0.01
5419	SPOT	0.01	2942.04	0.01
5420	SPOT	0.01	2942.04	0.01
5421	SPOT	0.01	2942.04	0.01
5422	SPOT	0.01	2942.04	0.01
5423	SPOT	0.01	2942.04	0.01
5424	SPOT	0.01	2942.04	0.01
5425	SPOT	0.01	2942.04	0.01
5426	SPOT	0.01	2942.04	0.01
5427	SPOT	0.01	2942.04	0.01
5428	SPOT	0.01	2942.04	0.01
5429	SPOT	0.01	2942.04	0.01
5430	SPOT	0.01	2942.04	0.01
5431	SPOT	0.01	2942.04	0.01
5432	SPOT	0.01	2942.04	0.01
5433	SPOT	0.01	2942.04	0.01
5434	SPOT	0.01	2942.04	0.01
5435	SPOT	0.01	2942.04	0.01
5436	SPOT	0.01	2942.04	0.01
5437	SPOT	0.01	2942.04	0.01
5438	SPOT	0.01	2942.04	0.01
5439	SPOT	0.01	2942.04	0.01
5440	SPOT	0.01	2942.04	0.01
5441	SPOT	0.01	2942.04	0.01
5442	SPOT	0.01	2942.04	0.01
5443	SPOT	0.01	2942.04	0.01
5444	SPOT	0.01	2942.04	0.01
5445	SPOT	0.01	2942.04	0.01
5446	SPOT	0.01	2942.04	0.01
5447	SPOT	0.01	2942.04	0.01
5448	SPOT	0.01	2942.04	0.01
5449	SPOT	0.01	2942.04	0.01
5450	SPOT	0.01	2942.04	0.01
5451	SPOT	0.01	2942.04	0.01
5452	SPOT	0.01	2942.04	0.01
5453	SPOT	0.01	2942.04	0.01
5454	SPOT	0.01	2942.04	0.01
5455	SPOT	0.01	2942.04	0.01
5456	SPOT	0.01	2942.04	0.01
5457	SPOT	0.01	2942.04	0.01
5458	SPOT	0.01	2942.04	0.01
5459	SPOT	0.01	2942.04	0.01
5460	SPOT	0.01	2942.04	0.01
5461	SPOT	0.01	2942.04	0.01
5462	SPOT	0.01	2942.04	0.01
5463	SPOT	0.01	2942.04	0.01
5464	SPOT	0.01	2942.04	0.01
5465	SPOT	0.01	2942.04	0.01
5466	SPOT	0.01	2942.04	0.01
5467	SPOT	0.01	2942.04	0.01
5468	SPOT	0.01	2942.04	0.01
5469	SPOT	0.01	2942.04	0.01
5470	SPOT	0.01	2942.04	0.01
5471	SPOT	0.01	2942.04	0.01
5472	SPOT	0.01	2942.04	0.01
5473	SPOT	0.01	2942.04	0.01
5474	SPOT	0.01	2942.04	0.01
5475	SPOT	0.01	2942.04	0.01
5476	SPOT	0.01	2942.04	0.01
5477	SPOT	0.01	2942.04	0.01
5478	SPOT	0.01	2942.04	0.01
5479	SPOT	0.01	2942.04	0.01
5480	SPOT	0.01	2942.04	0.01
5481	SPOT	0.01	2942.04	0.01
5482	SPOT	0.01	2942.04	0.01
5483	SPOT	0.01	2942.04	0.01
5484	SPOT	0.01	2942.04	0.01
5485	SPOT	0.01	2942.04	0.01
5486	SPOT	0.01	2942.04	0.01
5487	SPOT	0.01	2942.04	0.01
5488	SPOT	0.01	2942.04	0.01
5489	SPOT	0.01	2942.04	0.01
5490	SPOT	0.01	2942.04	0.01
5491	SPOT	0.01	2942.04	0.01
5492	SPOT	0.01	2942.04	0.01
5493	SPOT	0.01	2942.04	0.01
5494	SPOT	0.01	2942.04	0.01
5495	SPOT	0.01	2942.04	0.01
5496	SPOT	0.01	2942.04	0.01
5497	SPOT	0.01	2942.04	0.01
5498	SPOT	0.01	2942.04	0.01
5499	SPOT	0.01	2942.04	0.01
5500	SPOT	0.01	2942.04	0.01
5501	SPOT	0.01	2942.04	0.01
5502	SPOT	0.01	2942.04	0.01
5503	SPOT	0.01	2942.04	0.01
5504	SPOT	0.01	2942.04	0.01
5505	SPOT	0.01	2942.04	0.01
5506	SPOT	0.01	2942.04	0.01
5507	SPOT	0.01	2942.04	0.01
5508	SPOT	0.01	2942.04	0.01
5509	SPOT	0.01	2942.04	0.01
5510	SPOT	0.01	2942.04	0.01
5511	SPOT	0.01	2942.04	0.01
5512	SPOT	0.01	2942.04	0.01
5513	SPOT	0.01	2942.04	0.01
5514	SPOT	0.01	2942.04	0.01
5515	SPOT	0.01	2942.04	0.01
5516	SPOT	0.01	2942.04	0.01
5517	SPOT	0.01	2942.04	0.01
5518	SPOT	0.01	2942.04	0.01
5519	SPOT	0.01	2942.04	0.01
5520	SPOT	0.01	2942.04	0.01
5521	SPOT	0.01	2942.04	0.01
5522	SPOT	0.01	2942.04	0.01
5523	SPOT	0.01	2942.04	0.01
5524	SPOT	0.01	2942.04	0.01
5525	SPOT	0.01	2942.04	0.01
5526	SPOT	0.01	2942.04	0.01
5527	SPOT	0.01	2942.04	0.01
5528	SPOT	0.01	2942.04	0.01
5529	SPOT	0.01	2942.04	0.01
5530	SPOT	0.01	2942.04	0.01
5531	SPOT	0.01	2942.04	0.01
5532	SPOT	0.01	2942.04	0.01
5533	SPOT	0.01	2942.04	0.01
5534	SPOT	0.01	2942.04	0.01
5535	SPOT	0.01	2942.04	0.01
5536	SPOT	0.01	2942.04	0.01
5537	SPOT	0.01	2942.04	0.01
5538	SPOT	0.01	2942.04	0.01
5539	SPOT	0.01	2942.04	0.01
5540	SPOT	0.01	2942.04	0.01
5541	SPOT	0.01	2942.04	0.01
5542	SPOT	0.01	2942.04	0.01
5543	SPOT	0.01	2942.04	0.01
5544	SPOT	0.01	2942.04	0.01
5545	SPOT	0.01	2942.04	0.01
5546	SPOT	0.01	2942.04	0.01
5547	SPOT	0.01	2942.04	0.01
5548	SPOT	0.01	2942.04	0.01
5549	SPOT	0.01	2942.04	0.01
5550	SPOT	0.01	2942.04	0.01
5551	SPOT	0.01	2942.04	0.01
5552	SPOT	0.01	2942.04	0.01
5553	SPOT	0.01	2942.04	0.01
5554	SPOT	0.01	2942.04	0.01
5555	SPOT	0.01	2942.04	0.01
5556	SPOT	0.01	2942.04	0.01
5557	SPOT	0.01	2942.04	0.01
5558	SPOT	0.01	2942.04	0.01
5559	SPOT	0.01	2942.04	0.01
5560	SPOT	0.01	2942.04	0.01
5561	SPOT	0.01	2942.04	0.01
5562	SPOT	0.01	2942.04	0.01
5563	SPOT	0.01	2942.04	0.01
5564	SPOT	0.01	2942.04	0.01
5565	SPOT	0.01	2942.04	0.01
5566	SPOT	0.01	2942.04	0.01
5567	SPOT	0.01	2942.04	0.01
5568	SPOT	0.01	2942.04	0.01
5569	SPOT	0.01	2942.04	0.01
5570	SPOT	0.01	2942.04	0.01
5571	SPOT	0.01	2942.04	0.01
5572	SPOT	0.01	2942.04	0.01
5573	SPOT	0.01	2942.04	0.01
5574	SPOT	0.01	2942.04	0.01
5575	SPOT	0.01	2942.04	0.01
5576	SPOT	0.01	2942.04	0.01
5577	SPOT	0.01	2942.04	0.01
5578	SPOT	0.01	2942.04	0.01
5579	SPOT	0.01	2942.04	0.01
5580	SPOT	0.01	2942.04	0.01
5581	SPOT	0.01	2942.04	0.01
5582	SPOT	0.01	2942.04	0.01
5583	SPOT	0.01	2942.04	0.01
5584	SPOT	0.01	2942.04	0.01
5585	SPOT	0.01	2942.04	0.01
5586	SPOT	0.01	2942.04	0.01
5587	SPOT	0.01	2942.04	0.01
5588	SPOT	0.01	2942.04	0.01
5589	SPOT	0.01	2942.04	0.01
5590	SPOT	0.01	2942.04	0.01
5591	SPOT	0.01	2942.04	0.01
5592	SPOT	0.01	2942.04	0.01
5593	SPOT	0.01	2942.04	0.01
5594	SPOT	0.01	2942.04	0.01
5595	SPOT	0.01	2942.04	0.01
5596	SPOT	0.01	2942.04	0.01
5597	SPOT	0.01	2942.04	0.01
5598	SPOT	0.01	2942.04	0.01
5599	SPOT	0.01	2942.04	0.01
5600	SPOT	0.01	2942.04	0.01
5601	SPOT	0.01	2942.04	0.01
5602	SPOT	0.01	2942.04	0.01
5603	SPOT	0.01	2942.04	0.01
5604	SPOT	0.01	2942.04	0.01
5605	SPOT	0.01	2942.04	0.01
5606	SPOT	0.01	2942.04	0.01
5607	SPOT	0.01	2942.04	0.01
5608	SPOT	0.01	2942.04	0.01
5609	SPOT	0.01	2942.04	0.01
5610	SPOT	0.01	2942.04	0.01
5611	SPOT	0.01	2942.04	0.01
5612	SPOT	0.01	2942.04	0.01
5613	SPOT	0.01	2942.04	0.01
5614	SPOT	0.01	2942.04	0.01
5615	SPOT	0.01	2942.04	0.01
5616	SPOT	0.01	2942.04	0.01
5617	SPOT	0.01	2942.04	0.01
5618	SPOT	0.01	2942.04	0.01
5619	SPOT	0.01	2942.04	0.01
5620	SPOT	0.01	2942.04	0.01
5621	SPOT	0.01	2942.04	0.01
5622	SPOT	0.01	2942.04	0.01
5623	SPOT	0.01	2942.04	0.01
5624	SPOT	0.01	2942.04	0.01
5625	SPOT	0.01	2942.04	0.01
5626	SPOT	0.01	2942.04	0.01
5627	SPOT	0.01	2942.04	0.01
5628	SPOT	0.01	2942.04	0.01
5629	SPOT	0.01	2942.04	0.01
5630	SPOT	0.01	2942.04	0.01
5631	SPOT	0.01	2942.04	0.01
5632	SPOT	0.01	2942.04	0.01
5633	SPOT	0.01	2942.04	0.01
5634	SPOT	0.01	2942.04	0.01
5635	SPOT	0.01	2942.04	0.01
5636	SPOT	0.01	2942.04	0.01
5637	SPOT	0.01	2942.04	0.01
5638	SPOT	0.01	2942.04	0.01
5639	SPOT	0.01	2942.04	0.01
5640	SPOT	0.01	2942.04	0.01
5641	SPOT	0.01	2942.04	0.01
5642	SPOT	0.01	2942.04	0.01
5643	SPOT	0.01	2942.04	0.01
5644	SPOT	0.01	2942.04	0.01
5645	SPOT	0.01	2942.04	0.01
5646	SPOT	0.01	2942.04	0.01
5647	SPOT	0.01	2942.04	0.01
5648	SPOT	0.01	2942.04	0.01
5649	SPOT	0.01	2942.04	0.01
5650	SPOT	0.01	2942.04	0.01
5651	SPOT	0.01	2942.04	0.01
5652	SPOT	0.01	2942.04	0.01
5653	SPOT	0.01	2942.04	0.01
5654	SPOT	0.01	2942.04	0.01
5655	SPOT	0.01	2942.04	0.01
5656	SPOT	0.01	2942.04	0.01
5657	SPOT	0.01	2942.04	0.01
5658	SPOT	0.01	2942.04	0.01
5659	SPOT	0.01	2942.04	0.01
5660	SPOT	0.01	2942.04	0.01
5661	SPOT	0.01	2942.04	0.01
5662	SPOT	0.01	2942.04	0.01
5663	SPOT	0.01	2942.04	0.01
5664	SPOT	0.01	2942.04	0.01
5665	SPOT	0.01	2942.04	0.01
5666	SPOT	0.01	2942.04	0.01
5667	SPOT	0.01	2942.04	0.01
5668	SPOT	0.01	2942.04	0.01
5669	SPOT	0.01	2942.04	0.01
5670	SPOT	0.01	2942.04	0.01
5671	SPOT	0.01	2942.04	0.01
5672	SPOT	0.01	2942.04	0.01
5673	SPOT	0.01	2942.04	0.01
5674	SPOT	0.01	2942.04	0.01
5675	SPOT	0.01	2942.04	0.01
5676	SPOT	0.01	2942.04	0.01
5677	SPOT	0.01	2942.04	0.01
5678	SPOT	0.01	2942.04	0.01
5679	SPOT	0.01	2942.04	0.01
5680	SPOT	0.01	2942.04	0.01
5681	SPOT	0.01	2942.04	0.01
5682	SPOT	0.01	2942.04	0.01
5683	SPOT	0.01	2942.04	0.01
5684	SPOT	0.01	2942.04	0.01
5685	SPOT	0.01	2942.04	0.01
5686	SPOT	0.01	2942.04	0.01
5687	SPOT	0.01	2942.04	0.01
5688	SPOT	0.01	2942.04	0.01
5689	SPOT	0.01	2942.04	0.01
5690	SPOT	0.01	2942.04	0.01
5691	SPOT	0.01	2942.04	0.01
5692	SPOT	0.01	2942.04	0.01
5693	SPOT	0.01	2942.04	0.01
5694	SPOT	0.01	2942.04	0.01
5695	SPOT	0.01	2942.04	0.01
5696	SPOT	0.01	2942.04	0.01
5697	SPOT	0.01	2942.04	0.01
5698	SPOT	0.01	2942.04	0.01
5699	SPOT	0.01	2942.04	0.01
5700	SPOT	0.01	2942.04	0.01
5701	SPOT	0.01	2942.04	0.01
5702	SPOT	0.01	2942.04	0.01
5703	SPOT	0.01	2942.04	0.01
5704	SPOT	0.01	2942.04	0.01
5705	SPOT	0.01	2942.04	0.01
5706	SPOT	0.01	2942.04	0.01
5707	SPOT	0.01	2942.04	0.01
5708	SPOT	0.01	2942.04	0.01
5709	SPOT	0.01	2942.04	0.01
5710	SPOT	0.01	2942.04	0.01
5711	SPOT	0.01	2942.04	0.01
5712	SPOT	0.01	2942.04	0.01
5713	SPOT	0.01	2942.04	0.01
5714	SPOT	0.01	2942.04	0.01
5715	SPOT	0.01	2942.04	0.01
5716	SPOT	0.01	2942.04	0.01
5717	SPOT	0.01	2942.04	0.01
5718	SPOT	0.01	2942.04	0.01
5719	SPOT	0.01	2942.04	0.01
5720	SPOT	0.01	2942.04	0.01
5721	SPOT	0.01	2942.04	0.01
5722	SPOT	0.01	2942.04	0.01
5723	SPOT	0.01	2942.04	0.01
5724	SPOT	0.01	2942.04	0.01
5725	SPOT	0.01	2942.04	0.01
5726	SPOT	0.01	2942.04	0.01
5727	SPOT	0.01	2942.04	0.01
5728	SPOT	0.01	2942.04	0.01
5729	SPOT	0.01	2942.04	0.01
5730	SPOT	0.01	2942.04	0.01
5731	SPOT	0.01	2942.04	0.01
5732	SPOT	0.01	2942.04	0.01
5733	SPOT	0.01	2942.04	0.01
5734	SPOT	0.01	2942.04	0.01
5735	SPOT	0.01	2942.04	0.01
5736	SPOT	0.01	2942.04	0.01
5737	SPOT	0.01	2942.04	0.01
5738	SPOT	0.01	2942.04	0.01
5739	SPOT	0.01	2942.04	0.01
5740	SPOT	0.01	2942.04	0.01
5741	SPOT	0.01	2942.04	0.01
5742	SPOT	0.01	2942.04	0.01
5743	SPOT	0.01	2942.04	0.01
5744	SPOT	0.01	2942.04	0.01
5745	SPOT	0.01	2942.04	0.01
5746	SPOT	0.01	2942.04	0.01
5747	SPOT	0.01	2942.04	0.01
5748	SPOT	0.01	2942.04	0.01
5749	SPOT	0.01	2942.04	0.01
5750	SPOT	0.01	2942.04	0.01
5751	SPOT	0.01	2942.04	0.01
5752	SPOT	0.01	2942.04	0.01
5753	SPOT	0.01	2942.04	0.01
5754	SPOT	0.01	2942.04	0.01
5755	SPOT	0.01	2942.04	0.01
5756	SPOT	0.01	2942.04	0.01
5757	SPOT	0.01	2942.04	0.01
5758	SPOT	0.01	2942.04	0.01
5759	SPOT	0.01	2942.04	0.01
5760	SPOT	0.01	2942.04	0.01
5761	SPOT	0.01	2942.04	0.01
5762	SPOT	0.01	2942.04	0.01
5763	SPOT	0.01	2942.04	0.01
5764	SPOT	0.01	2942.04	0.01
5765	SPOT	0.01	2942.04	0.01
5766	SPOT	0.01	2942.04	0.01
5767	SPOT	0.01	2942.04	0.01
5768	SPOT	0.01	2942.04	0.01
5769	SPOT	0.01	2942.04	0.01
5770	SPOT	0.01	2942.04	0.01
5771	SPOT	0.01	2942.04	0.01
5772	SPOT	0.01	2942.04	0.01
5773	SPOT	0.01	2942.04	0.01
5774	SPOT	0.01	2942.04	0.01
5775	SPOT	0.01	2942.04	0.01
5776	SPOT	0.01	2942.04	0.01
5777	SPOT	0.01	2942.04	0.01
5778	SPOT	0.01	2942.04	0.01
5779	SPOT	0.01	2942.04	0.01
5780	SPOT	0.01	2942.04	0.01
5781	SPOT	0.01	2942.04	0.01
5782	SPOT	0.01	2942.04	0.01
5783	SPOT	0.01	2942.04	0.01
5784	SPOT	0.01	2942.04	0.01
5785	SPOT	0.01	2942.04	0.01
5786	SPOT	0.01	2942.04	0.01
5787	SPOT	0.01	2942.04	0.01
5788	SPOT	0.01	2942.04	0.01
5789	SPOT	0.01	2942.04	0.01
5790	SPOT	0.01	2942.04	0.01
5791	SPOT	0.01	2942.04	0.01
5792	SPOT	0.01	2942.04	0.01
5793	SPOT	0.01	2942.04	0.01
5794	SPOT	0.01	2942.04	0.01
5795	SPOT	0.01	2942.04	0.01
5796	SPOT	0.01	2942.04	0.01
5797	SPOT	0.01	2942.04	0.01
5798	SPOT	0.01	2942.04	0.01
5799	SPOT	0.01	2942.04	0.01
5800	SPOT	0.01	2942.04	0.01
5801	SPOT	0.01	2942.04	0.01
5802	SPOT	0.01	2942.04	0.01
5803	SPOT	0.01	2942.04	0.01
5804	SPOT	0.01	2942.04	0.01
5805	SPOT	0.01	2942.04	0.01
5806	SPOT	0.01	2942.04	0.01
5807	SPOT	0.01	2942.04	0.01
5808	SPOT	0.01	2942.04	0.01
5809	SPOT	0.01	2942.04	0.01
5810	SPOT	0.01	2942.04	0.01
5811	SPOT	0.01	2942.04	0.01
5812	SPOT	0.01	2942.04	0.01
5813	SPOT	0.01	2942.04	0.01
5814	SPOT	0.01	2942.04	0.01
5815	SPOT	0.01	2942.04	0.01
5816	SPOT	0.01	2942.04	0.01
5817	SPOT	0.01	2942.04	0.01
5818	SPOT	0.01	2942.04	0.01
5819	SPOT	0.01	2942.04	0.01
5820	SPOT	0.01	2942.04	0.01
5821	SPOT	0.01	2942.04	0.01
5822	SPOT	0.01	2942.04	0.01
5823	SPOT	0.01	2942.04	0.01
5824	SPOT	0.01	2942.04	0.01
5825	SPOT	0.01	2942.04	0.01
5826	SPOT	0.01	2942.04	0.01
5827	SPOT	0.01	2942.04	0.01
5828	SPOT	0.01	2942.04	0.01
5829	SPOT	0.01	2942.04	0.01
5830	SPOT	0.01	2942.04	0.01
5831	SPOT	0.01	2942.04	0.01
5832	SPOT	0.01	2942.04	0.01
5833	SPOT	0.01	2942.04	0.01
5834	SPOT	0.01	2942.04	0.01
5835	SPOT	0.01	2942.04	0.01
5836	SPOT	0.01	2942.04	0.01
5837	SPOT	0.01	2942.04	0.01
5838	SPOT	0.01	2942.04	0.01
5839	SPOT	0.01	2942.04	0.01
5840	SPOT	0.01	2942.04	0.01
5841	SPOT	0.01	2942.04	0.01
5842	SPOT	0.01	2942.04	0.01
5843	SPOT	0.01	2942.04	0.01
5844	SPOT	0.01	2942.04	0.01
5845	SPOT	0.01	2942.04	0.01
5846	SPOT	0.01	2942.04	0.01
5847	SPOT	0.01	2942.04	0.01
5848	SPOT	0.01	2942.04	0.01
5849	SPOT	0.01	2942.04	0.01
5850	SPOT	0.01	2942.04	0.01
5851	SPOT	0.01	2942.04	0.01
5852	SPOT	0.01	2942.04	0.01
5853	SPOT	0.01	2942.04	0.01
5854	SPOT	0.01	2942.04	0.01
5855	SPOT	0.01	2942.04	0.01
5856	SPOT	0.01	2942.04	0.01
5857	SPOT	0.01	2942.04	0.01
5858	SPOT	0.01	2942.04	0.01
5859	SPOT	0.01	2942.04	0.01
5860	SPOT	0.01	2942.04	0.01
5861	SPOT	0.01	2942.04	0.01
5862	SPOT	0.01	2942.04	0.01
5863	SPOT	0.01	2942.04	0.01
5864	SPOT	0.01	2942.04	0.01
5865	SPOT	0.01	2942.04	0.01
5866	SPOT	0.01	2942.04	0.01
5867	SPOT	0.01	2942.04	0.01
5868	SPOT	0.01	2942.04	0.01
5869	SPOT	0.01	2942.04	0.01
5870	SPOT	0.01	2942.04	0.01
5871	SPOT	0.01	2942.04	0.01
5872	SPOT	0.01	2942.04	0.01
5873	SPOT	0.01	2942.04	0.01
5874	SPOT	0.01	2942.04	0.01
5875	SPOT	0.01	2942.04	0.01
5876	SPOT	0.01	2942.04	0.01
5877	SPOT	0.01	2942.04	0.01
5878	SPOT	0.01	2942.04	0.01
5879	SPOT	0.01	2942.04	0.01
5880	SPOT	0.01	2942.04	0.01
5881	SPOT	0.01	2942.04	0.01
5882	SPOT	0.01	2942.04	0.01
5883	SPOT	0.01	2942.04	0.01
5884	SPOT	0.01	2942.04	0.01
5885	SPOT	0.01	2942.04	0.01
5886	SPOT	0.01	2942.04	0.01
5887	SPOT	0.01	2942.04	0.01
5888	SPOT	0.01	2942.04	0.01
5889	SPOT	0.01	2942.04	0.01
5890	SPOT	0.01	2942.04	0.01
5891	SPOT	0.01	2942.04	0.01
5892	SPOT	0.01	2942.04	0.01
5893	SPOT	0.01	2942.04	0.01
5894	SPOT	0.01	2942.04	0.01
5895	SPOT	0.01	2942.04	0.01
5896	SPOT	0.01	2942.04	0.01
