
========== Fixed Pool ==========
VM ID	TYPE	Price($/year)	Total Allocation Time	Total Incurred Cost($/year)
Total cost for fixed pool in $ per year: 0.0

========== Floating Pool ==========
VM ID	TYPE	Price($/hour)	Total Allocation Time	Total Incurred Cost($)
833	ONDEMAND	0.07	481	0.07
834	ONDEMAND	0.07	481	0.07
835	ONDEMAND	0.07	481	0.07
836	ONDEMAND	0.07	481	0.07
837	ONDEMAND	0.07	481	0.07
838	ONDEMAND	0.07	481	0.07
839	ONDEMAND	0.07	481	0.07
840	ONDEMAND	0.07	481	0.07
841	ONDEMAND	0.07	481	0.07
842	ONDEMAND	0.07	481	0.07
843	ONDEMAND	0.07	481	0.07
844	ONDEMAND	0.07	481	0.07
845	ONDEMAND	0.07	481	0.07
846	ONDEMAND	0.07	481	0.07
847	ONDEMAND	0.07	481	0.07
848	ONDEMAND	0.07	481	0.07
849	ONDEMAND	0.07	481	0.07
850	ONDEMAND	0.07	481	0.07
851	ONDEMAND	0.07	481	0.07
852	ONDEMAND	0.07	481	0.07
853	ONDEMAND	0.07	481	0.07
854	ONDEMAND	0.07	481	0.07
855	ONDEMAND	0.07	481	0.07
856	ONDEMAND	0.07	481	0.07
857	ONDEMAND	0.07	481	0.07
858	ONDEMAND	0.07	481	0.07
859	ONDEMAND	0.07	481	0.07
860	ONDEMAND	0.07	481	0.07
861	ONDEMAND	0.07	481	0.07
862	ONDEMAND	0.07	481	0.07
863	ONDEMAND	0.07	481	0.07
864	ONDEMAND	0.07	481	0.07
865	ONDEMAND	0.07	481	0.07
866	ONDEMAND	0.07	481	0.07
867	ONDEMAND	0.07	481	0.07
868	ONDEMAND	0.07	481	0.07
869	ONDEMAND	0.07	481	0.07
870	ONDEMAND	0.07	481	0.07
871	ONDEMAND	0.07	481	0.07
872	ONDEMAND	0.07	481	0.07
873	ONDEMAND	0.07	481	0.07
874	ONDEMAND	0.07	481	0.07
875	ONDEMAND	0.07	481	0.07
876	ONDEMAND	0.07	481	0.07
877	ONDEMAND	0.07	481	0.07
878	ONDEMAND	0.07	481	0.07
879	ONDEMAND	0.07	481	0.07
880	ONDEMAND	0.07	481	0.07
881	ONDEMAND	0.07	481	0.07
882	ONDEMAND	0.07	481	0.07
883	ONDEMAND	0.07	481	0.07
884	ONDEMAND	0.07	481	0.07
885	ONDEMAND	0.07	481	0.07
886	ONDEMAND	0.07	481	0.07
887	ONDEMAND	0.07	481	0.07
888	ONDEMAND	0.07	481	0.07
889	ONDEMAND	0.07	481	0.07
890	ONDEMAND	0.07	481	0.07
891	ONDEMAND	0.07	481	0.07
892	ONDEMAND	0.07	481	0.07
893	ONDEMAND	0.07	481	0.07
894	ONDEMAND	0.07	481	0.07
895	ONDEMAND	0.07	481	0.07
896	ONDEMAND	0.07	481	0.07
897	ONDEMAND	0.07	481	0.07
898	ONDEMAND	0.07	481	0.07
899	ONDEMAND	0.07	481	0.07
900	ONDEMAND	0.07	481	0.07
901	ONDEMAND	0.07	481	0.07
902	ONDEMAND	0.07	481	0.07
903	ONDEMAND	0.07	481	0.07
904	ONDEMAND	0.07	481	0.07
905	ONDEMAND	0.07	481	0.07
906	ONDEMAND	0.07	481	0.07
907	ONDEMAND	0.07	481	0.07
908	ONDEMAND	0.07	481	0.07
909	ONDEMAND	0.07	481	0.07
910	ONDEMAND	0.07	481	0.07
911	ONDEMAND	0.07	481	0.07
912	ONDEMAND	0.07	481	0.07
913	ONDEMAND	0.07	481	0.07
914	ONDEMAND	0.07	481	0.07
915	ONDEMAND	0.07	481	0.07
916	ONDEMAND	0.07	481	0.07
917	ONDEMAND	0.07	481	0.07
918	ONDEMAND	0.07	481	0.07
919	ONDEMAND	0.07	481	0.07
920	ONDEMAND	0.07	481	0.07
921	ONDEMAND	0.07	481	0.07
922	ONDEMAND	0.07	481	0.07
923	ONDEMAND	0.07	481	0.07
924	ONDEMAND	0.07	481	0.07
925	ONDEMAND	0.07	481	0.07
926	ONDEMAND	0.07	481	0.07
927	ONDEMAND	0.07	481	0.07
928	ONDEMAND	0.07	481	0.07
929	ONDEMAND	0.07	481	0.07
930	ONDEMAND	0.07	481	0.07
931	ONDEMAND	0.07	481	0.07
932	ONDEMAND	0.07	481	0.07
933	ONDEMAND	0.07	481	0.07
934	ONDEMAND	0.07	481	0.07
935	ONDEMAND	0.07	481	0.07
936	ONDEMAND	0.07	481	0.07
937	ONDEMAND	0.07	481	0.07
938	ONDEMAND	0.07	481	0.07
939	ONDEMAND	0.07	481	0.07
940	ONDEMAND	0.07	481	0.07
941	ONDEMAND	0.07	481	0.07
942	ONDEMAND	0.07	481	0.07
943	ONDEMAND	0.07	481	0.07
944	ONDEMAND	0.07	481	0.07
945	ONDEMAND	0.07	481	0.07
946	ONDEMAND	0.07	481	0.07
947	ONDEMAND	0.07	481	0.07
948	ONDEMAND	0.07	481	0.07
949	ONDEMAND	0.07	481	0.07
950	ONDEMAND	0.07	481	0.07
951	ONDEMAND	0.07	481	0.07
952	ONDEMAND	0.07	481	0.07
953	ONDEMAND	0.07	481	0.07
954	ONDEMAND	0.07	481	0.07
955	ONDEMAND	0.07	481	0.07
956	ONDEMAND	0.07	481	0.07
957	ONDEMAND	0.07	481	0.07
958	ONDEMAND	0.07	481	0.07
959	ONDEMAND	0.07	481	0.07
960	ONDEMAND	0.07	481	0.07
961	ONDEMAND	0.07	481	0.07
962	ONDEMAND	0.07	481	0.07
963	ONDEMAND	0.07	481	0.07
964	ONDEMAND	0.07	481	0.07
965	ONDEMAND	0.07	481	0.07
966	ONDEMAND	0.07	481	0.07
967	ONDEMAND	0.07	481	0.07
968	ONDEMAND	0.07	481	0.07
969	ONDEMAND	0.07	481	0.07
970	ONDEMAND	0.07	481	0.07
971	ONDEMAND	0.07	481	0.07
972	ONDEMAND	0.07	481	0.07
973	ONDEMAND	0.07	481	0.07
974	ONDEMAND	0.07	481	0.07
975	ONDEMAND	0.07	481	0.07
976	ONDEMAND	0.07	481	0.07
977	ONDEMAND	0.07	481	0.07
978	ONDEMAND	0.07	481	0.07
979	ONDEMAND	0.07	481	0.07
980	ONDEMAND	0.07	481	0.07
981	ONDEMAND	0.07	481	0.07
982	ONDEMAND	0.07	481	0.07
983	ONDEMAND	0.07	481	0.07
984	ONDEMAND	0.07	481	0.07
985	ONDEMAND	0.07	481	0.07
986	ONDEMAND	0.07	481	0.07
987	ONDEMAND	0.07	481	0.07
988	ONDEMAND	0.07	481	0.07
989	ONDEMAND	0.07	481	0.07
990	ONDEMAND	0.07	481	0.07
991	ONDEMAND	0.07	481	0.07
992	ONDEMAND	0.07	481	0.07
993	ONDEMAND	0.07	481	0.07
994	ONDEMAND	0.07	481	0.07
995	ONDEMAND	0.07	481	0.07
996	ONDEMAND	0.07	481	0.07
997	ONDEMAND	0.07	481	0.07
998	ONDEMAND	0.07	481	0.07
999	ONDEMAND	0.07	481	0.07
1000	ONDEMAND	0.07	481	0.07
1001	ONDEMAND	0.07	481	0.07
1002	ONDEMAND	0.07	481	0.07
1003	ONDEMAND	0.07	481	0.07
1004	ONDEMAND	0.07	481	0.07
1005	ONDEMAND	0.07	481	0.07
1006	ONDEMAND	0.07	481	0.07
1007	ONDEMAND	0.07	481	0.07
1008	ONDEMAND	0.07	481	0.07
1009	ONDEMAND	0.07	481	0.07
1010	ONDEMAND	0.07	481	0.07
1011	ONDEMAND	0.07	481	0.07
1012	ONDEMAND	0.07	481	0.07
1013	ONDEMAND	0.07	481	0.07
1014	ONDEMAND	0.07	481	0.07
1015	ONDEMAND	0.07	481	0.07
1016	ONDEMAND	0.07	481	0.07
1017	ONDEMAND	0.07	481	0.07
1018	ONDEMAND	0.07	481	0.07
1019	ONDEMAND	0.07	481	0.07
1020	ONDEMAND	0.07	481	0.07
1021	ONDEMAND	0.07	481	0.07
1022	ONDEMAND	0.07	481	0.07
1023	ONDEMAND	0.07	481	0.07
1024	ONDEMAND	0.07	481	0.07
1025	ONDEMAND	0.07	481	0.07
1026	ONDEMAND	0.07	481	0.07
1027	ONDEMAND	0.07	481	0.07
1028	ONDEMAND	0.07	481	0.07
1029	ONDEMAND	0.07	481	0.07
1030	ONDEMAND	0.07	481	0.07
1031	ONDEMAND	0.07	481	0.07
1032	ONDEMAND	0.07	481	0.07
1033	ONDEMAND	0.07	3495.75	0.07
1034	ONDEMAND	0.07	3397.75	0.07
1035	ONDEMAND	0.07	3397.75	0.07
4724	SPOT	0.05	3560	0.05
4725	SPOT	0.05	3560	0.05
4726	SPOT	0.05	3560	0.05
4727	SPOT	0.05	3560	0.05
4728	SPOT	0.05	3560	0.05
4729	SPOT	0.05	3560	0.05
4730	SPOT	0.05	3560	0.05
4731	SPOT	0.05	3560	0.05
4732	SPOT	0.05	3560	0.05
4733	SPOT	0.05	3560	0.05
4734	SPOT	0.05	3560	0.05
4735	SPOT	0.05	2571	0.05
4736	SPOT	0.05	2571	0.05
4737	SPOT	0.05	2571	0.05
4738	SPOT	0.05	2571	0.05
4739	SPOT	0.05	2571	0.05
4740	SPOT	0.05	2571	0.05
4741	SPOT	0.05	2571	0.05
4742	SPOT	0.05	2571	0.05
4743	SPOT	0.05	2571	0.05
4744	SPOT	0.05	2571	0.05
4745	SPOT	0.05	2571	0.05
4746	SPOT	0.05	2571	0.05
4747	SPOT	0.05	2571	0.05
4748	SPOT	0.05	2571	0.05
4749	SPOT	0.05	2571	0.05
4750	SPOT	0.05	2571	0.05
4751	SPOT	0.05	2571	0.05
4752	SPOT	0.05	2571	0.05
4753	SPOT	0.05	2571	0.05
4754	SPOT	0.05	2571	0.05
4755	SPOT	0.05	2571	0.05
4756	SPOT	0.05	2571	0.05
4757	SPOT	0.05	2571	0.05
4758	SPOT	0.05	2571	0.05
4759	SPOT	0.05	2571	0.05
4760	SPOT	0.05	2571	0.05
4761	SPOT	0.05	2571	0.05
4762	SPOT	0.05	2571	0.05
4763	SPOT	0.05	2571	0.05
4764	SPOT	0.05	2571	0.05
4765	SPOT	0.05	2571	0.05
4766	SPOT	0.05	2571	0.05
4767	SPOT	0.05	2571	0.05
4768	SPOT	0.05	2571	0.05
4769	SPOT	0.05	2571	0.05
4770	SPOT	0.05	2571	0.05
4771	SPOT	0.05	2571	0.05
4772	SPOT	0.05	2571	0.05
4773	SPOT	0.05	2571	0.05
4774	SPOT	0.05	2571	0.05
4775	SPOT	0.05	2540	0.05
4776	SPOT	0.05	1575	0.05
4777	SPOT	0.05	1575	0.05
4778	SPOT	0.05	1575	0.05
4779	SPOT	0.05	1575	0.05
4780	SPOT	0.05	1575	0.05
4781	SPOT	0.05	1575	0.05
4782	SPOT	0.05	1575	0.05
4783	SPOT	0.05	1575	0.05
4784	SPOT	0.05	1575	0.05
4785	SPOT	0.05	1575	0.05
4786	SPOT	0.05	1575	0.05
4787	SPOT	0.05	1575	0.05
4788	SPOT	0.05	1575	0.05
4789	SPOT	0.05	1575	0.05
4790	SPOT	0.05	1575	0.05
4791	SPOT	0.05	1575	0.05
4792	SPOT	0.05	1575	0.05
4793	SPOT	0.05	1575	0.05
4794	SPOT	0.05	1575	0.05
4795	SPOT	0.05	1575	0.05
4796	SPOT	0.05	1575	0.05
4797	SPOT	0.05	1575	0.05
4798	SPOT	0.05	1575	0.05
4799	SPOT	0.05	1575	0.05
4800	SPOT	0.05	1575	0.05
4801	SPOT	0.05	1575	0.05
4802	SPOT	0.05	1575	0.05
4803	SPOT	0.05	1575	0.05
4804	SPOT	0.05	1575	0.05
4805	SPOT	0.05	1575	0.05
4806	SPOT	0.05	1575	0.05
4807	SPOT	0.05	1575	0.05
4808	SPOT	0.05	1575	0.05
4809	SPOT	0.05	1575	0.05
4810	SPOT	0.05	1575	0.05
4811	SPOT	0.05	1575	0.05
4812	SPOT	0.05	1575	0.05
4813	SPOT	0.05	1575	0.05
4814	SPOT	0.05	1575	0.05
4815	SPOT	0.05	1575	0.05
4816	SPOT	0.05	1575	0.05
4817	SPOT	0.05	1575	0.05
4818	SPOT	0.05	1575	0.05
4819	SPOT	0.05	1575	0.05
4820	SPOT	0.05	1575	0.05
4821	SPOT	0.05	1575	0.05
4822	SPOT	0.05	1575	0.05
4823	SPOT	0.05	1575	0.05
4824	SPOT	0.05	1575	0.05
4825	SPOT	0.05	1575	0.05
4826	SPOT	0.05	1575	0.05
4827	SPOT	0.05	1575	0.05
4828	SPOT	0.05	1575	0.05
4829	SPOT	0.05	1575	0.05
4830	SPOT	0.05	1575	0.05
4831	SPOT	0.05	1575	0.05
4832	SPOT	0.05	1575	0.05
4833	SPOT	0.05	1575	0.05
4834	SPOT	0.05	1575	0.05
4835	SPOT	0.05	1575	0.05
4836	SPOT	0.05	1575	0.05
4837	SPOT	0.05	1575	0.05
4838	SPOT	0.05	1575	0.05
4839	SPOT	0.05	1575	0.05
4840	SPOT	0.05	1575	0.05
4841	SPOT	0.05	1575	0.05
4842	SPOT	0.05	1575	0.05
4843	SPOT	0.05	1575	0.05
4844	SPOT	0.05	1575	0.05
4845	SPOT	0.05	1575	0.05
4846	SPOT	0.05	1575	0.05
4847	SPOT	0.05	1575	0.05
4848	SPOT	0.05	1575	0.05
4849	SPOT	0.05	1575	0.05
4850	SPOT	0.05	1575	0.05
4851	SPOT	0.05	1575	0.05
4852	SPOT	0.05	1575	0.05
4853	SPOT	0.05	1575	0.05
4854	SPOT	0.05	1575	0.05
4855	SPOT	0.05	1575	0.05
4856	SPOT	0.05	1575	0.05
4857	SPOT	0.05	1575	0.05
4858	SPOT	0.05	1575	0.05
4859	SPOT	0.05	1575	0.05
4860	SPOT	0.05	1575	0.05
4861	SPOT	0.05	1575	0.05
4862	SPOT	0.05	1575	0.05
4863	SPOT	0.05	1575	0.05
4864	SPOT	0.05	1575	0.05
4865	SPOT	0.05	1575	0.05
4866	SPOT	0.05	1575	0.05
4867	SPOT	0.05	1575	0.05
4868	SPOT	0.05	1575	0.05
4869	SPOT	0.05	1575	0.05
4870	SPOT	0.05	1575	0.05
4871	SPOT	0.05	1575	0.05
4872	SPOT	0.05	1575	0.05
4873	SPOT	0.05	1575	0.05
4874	SPOT	0.05	1575	0.05
4875	SPOT	0.05	1575	0.05
4876	SPOT	0.05	1575	0.05
4877	SPOT	0.05	1575	0.05
4878	SPOT	0.05	1575	0.05
4879	SPOT	0.05	1575	0.05
4880	SPOT	0.05	1575	0.05
4881	SPOT	0.05	1575	0.05
4882	SPOT	0.05	1575	0.05
4883	SPOT	0.05	1575	0.05
4884	SPOT	0.05	1575	0.05
4885	SPOT	0.05	1575	0.05
4886	SPOT	0.05	1575	0.05
4887	SPOT	0.05	1575	0.05
4888	SPOT	0.05	1575	0.05
4889	SPOT	0.05	1575	0.05
4890	SPOT	0.05	1575	0.05
4891	SPOT	0.05	1575	0.05
4892	SPOT	0.05	1575	0.05
4893	SPOT	0.05	1575	0.05
4894	SPOT	0.05	1575	0.05
4895	SPOT	0.05	1575	0.05
4896	SPOT	0.05	1575	0.05
4897	SPOT	0.05	1575	0.05
4898	SPOT	0.05	1575	0.05
4899	SPOT	0.05	1575	0.05
4900	SPOT	0.05	1575	0.05
4901	SPOT	0.05	1575	0.05
4902	SPOT	0.05	1575	0.05
4903	SPOT	0.05	1575	0.05
4904	SPOT	0.05	1575	0.05
4905	SPOT	0.05	1575	0.05
4906	SPOT	0.05	1575	0.05
4907	SPOT	0.05	1575	0.05
4908	SPOT	0.05	1575	0.05
4909	SPOT	0.05	1575	0.05
4910	SPOT	0.05	1575	0.05
4911	SPOT	0.05	1575	0.05
4912	SPOT	0.05	1575	0.05
4913	SPOT	0.05	1575	0.05
4914	SPOT	0.05	1575	0.05
4915	SPOT	0.05	1575	0.05
4916	SPOT	0.05	1575	0.05
4917	SPOT	0.05	1575	0.05
4918	SPOT	0.05	1575	0.05
4919	SPOT	0.05	1575	0.05
4920	SPOT	0.05	1575	0.05
4921	SPOT	0.05	1575	0.05
4922	SPOT	0.05	1575	0.05
4923	SPOT	0.05	1575	0.05
4924	SPOT	0.05	1575	0.05
4925	SPOT	0.05	1575	0.05
4926	SPOT	0.05	1575	0.05
4927	SPOT	0.05	1575	0.05
4928	SPOT	0.05	1575	0.05
4929	SPOT	0.05	1575	0.05
4930	SPOT	0.05	1575	0.05
4931	SPOT	0.05	1575	0.05
4932	SPOT	0.05	1575	0.05
4933	SPOT	0.05	1575	0.05
4934	SPOT	0.05	1575	0.05
4935	SPOT	0.05	1575	0.05
4936	SPOT	0.05	1575	0.05
4937	SPOT	0.05	1575	0.05
4938	SPOT	0.05	1575	0.05
4939	SPOT	0.05	1575	0.05
4940	SPOT	0.05	1575	0.05
4941	SPOT	0.05	1575	0.05
4942	SPOT	0.05	1575	0.05
4943	SPOT	0.05	1575	0.05
4944	SPOT	0.05	1575	0.05
4945	SPOT	0.05	1575	0.05
4946	SPOT	0.05	1575	0.05
4947	SPOT	0.05	1575	0.05
4948	SPOT	0.05	1575	0.05
4949	SPOT	0.05	1575	0.05
4950	SPOT	0.05	1575	0.05
4951	SPOT	0.05	1575	0.05
4952	SPOT	0.05	1575	0.05
4953	SPOT	0.05	1575	0.05
4954	SPOT	0.05	1575	0.05
4955	SPOT	0.05	1575	0.05
4956	SPOT	0.05	1575	0.05
4957	SPOT	0.05	1575	0.05
4958	SPOT	0.05	1575	0.05
4959	SPOT	0.05	1575	0.05
4960	SPOT	0.05	1575	0.05
4961	SPOT	0.05	1575	0.05
4962	SPOT	0.05	1575	0.05
4963	SPOT	0.05	1575	0.05
4964	SPOT	0.05	1575	0.05
4965	SPOT	0.05	1575	0.05
4966	SPOT	0.05	1575	0.05
4967	SPOT	0.05	1575	0.05
4968	SPOT	0.05	1575	0.05
4969	SPOT	0.05	1575	0.05
4970	SPOT	0.05	1575	0.05
4971	SPOT	0.05	1575	0.05
4972	SPOT	0.05	1575	0.05
4973	SPOT	0.05	1575	0.05
4974	SPOT	0.05	1575	0.05
4975	SPOT	0.05	1575	0.05
4976	SPOT	0.05	1575	0.05
4977	SPOT	0.05	1575	0.05
4978	SPOT	0.05	1575	0.05
4979	SPOT	0.05	1575	0.05
4980	SPOT	0.05	1575	0.05
4981	SPOT	0.05	1575	0.05
4982	SPOT	0.05	1575	0.05
4983	SPOT	0.05	1575	0.05
4984	SPOT	0.05	1575	0.05
4985	SPOT	0.05	1575	0.05
4986	SPOT	0.05	1575	0.05
4987	SPOT	0.05	1575	0.05
4988	SPOT	0.05	1575	0.05
4989	SPOT	0.05	1575	0.05
4990	SPOT	0.05	1575	0.05
4991	SPOT	0.05	1575	0.05
4992	SPOT	0.05	1575	0.05
4993	SPOT	0.05	1575	0.05
4994	SPOT	0.05	1575	0.05
4995	SPOT	0.05	1575	0.05
4996	SPOT	0.05	1575	0.05
4997	SPOT	0.05	1575	0.05
4998	SPOT	0.05	1575	0.05
4999	SPOT	0.05	1575	0.05
5000	SPOT	0.05	1575	0.05
5001	SPOT	0.05	1575	0.05
5002	SPOT	0.05	1575	0.05
5003	SPOT	0.05	1575	0.05
5004	SPOT	0.05	1575	0.05
5005	SPOT	0.05	1575	0.05
5006	SPOT	0.05	1575	0.05
5007	SPOT	0.05	1575	0.05
5008	SPOT	0.05	1575	0.05
5009	SPOT	0.05	1575	0.05
5010	SPOT	0.05	1575	0.05
5011	SPOT	0.05	1575	0.05
5012	SPOT	0.05	1575	0.05
5013	SPOT	0.05	1575	0.05
5014	SPOT	0.05	1575	0.05
5015	SPOT	0.05	1575	0.05
5016	SPOT	0.05	1575	0.05
5017	SPOT	0.05	1575	0.05
5018	SPOT	0.05	1575	0.05
5019	SPOT	0.05	1575	0.05
5020	SPOT	0.05	1575	0.05
5021	SPOT	0.05	1575	0.05
5022	SPOT	0.05	1575	0.05
5023	SPOT	0.05	1575	0.05
5024	SPOT	0.05	1575	0.05
5025	SPOT	0.05	1575	0.05
5026	SPOT	0.05	1575	0.05
5027	SPOT	0.05	1575	0.05
5028	SPOT	0.05	1575	0.05
5029	SPOT	0.05	1575	0.05
5030	SPOT	0.05	1575	0.05
5031	SPOT	0.05	1575	0.05
5032	SPOT	0.05	1575	0.05
5033	SPOT	0.05	1575	0.05
5034	SPOT	0.05	1575	0.05
5035	SPOT	0.05	1575	0.05
5036	SPOT	0.05	1575	0.05
5037	SPOT	0.05	1575	0.05
5038	SPOT	0.05	1575	0.05
5039	SPOT	0.05	1575	0.05
5040	SPOT	0.05	1575	0.05
5041	SPOT	0.05	1575	0.05
5042	SPOT	0.05	1575	0.05
5043	SPOT	0.05	1575	0.05
5044	SPOT	0.05	1575	0.05
5045	SPOT	0.05	1575	0.05
5046	SPOT	0.05	1575	0.05
5047	SPOT	0.05	1575	0.05
5048	SPOT	0.05	1575	0.05
5049	SPOT	0.05	1575	0.05
5050	SPOT	0.05	1575	0.05
5051	SPOT	0.05	1575	0.05
5052	SPOT	0.05	1575	0.05
5053	SPOT	0.05	1575	0.05
5054	SPOT	0.05	1575	0.05
5055	SPOT	0.05	1575	0.05
5056	SPOT	0.05	1575	0.05
5057	SPOT	0.05	1575	0.05
5058	SPOT	0.05	1575	0.05
5059	SPOT	0.05	1575	0.05
5060	SPOT	0.05	1575	0.05
5061	SPOT	0.05	1575	0.05
5062	SPOT	0.05	1575	0.05
5063	SPOT	0.05	1575	0.05
5064	SPOT	0.05	1575	0.05
5065	SPOT	0.05	1575	0.05
5066	SPOT	0.05	1575	0.05
5067	SPOT	0.05	1575	0.05
5068	SPOT	0.05	1575	0.05
5069	SPOT	0.05	1575	0.05
5070	SPOT	0.05	1575	0.05
5071	SPOT	0.05	1575	0.05
5072	SPOT	0.05	1575	0.05
5073	SPOT	0.05	1575	0.05
5074	SPOT	0.05	1575	0.05
5075	SPOT	0.05	1575	0.05
5076	SPOT	0.05	1575	0.05
5077	SPOT	0.05	1575	0.05
5078	SPOT	0.05	1575	0.05
5079	SPOT	0.05	1575	0.05
5080	SPOT	0.05	1575	0.05
5081	SPOT	0.05	1575	0.05
5082	SPOT	0.05	1575	0.05
5083	SPOT	0.05	1575	0.05
5084	SPOT	0.05	1575	0.05
5085	SPOT	0.05	1575	0.05
5086	SPOT	0.05	1575	0.05
5087	SPOT	0.05	1575	0.05
5088	SPOT	0.05	1575	0.05
5089	SPOT	0.05	1575	0.05
5090	SPOT	0.05	1575	0.05
5091	SPOT	0.05	1575	0.05
5092	SPOT	0.05	1575	0.05
5093	SPOT	0.05	1575	0.05
5094	SPOT	0.05	1575	0.05
5098	SPOT	0.05	1575	0.05
5099	SPOT	0.05	1575	0.05
5100	SPOT	0.05	1575	0.05
5101	SPOT	0.05	1575	0.05
5102	SPOT	0.05	1575	0.05
5103	SPOT	0.05	1575	0.05
5104	SPOT	0.05	1575	0.05
5105	SPOT	0.05	1575	0.05
5106	SPOT	0.05	1575	0.05
5107	SPOT	0.05	1575	0.05
5108	SPOT	0.05	1575	0.05
5109	SPOT	0.05	1575	0.05
5110	SPOT	0.05	1575	0.05
5111	SPOT	0.05	1575	0.05
5112	SPOT	0.05	1575	0.05
5113	SPOT	0.05	1575	0.05
5114	SPOT	0.05	1575	0.05
5115	SPOT	0.05	1575	0.05
5116	SPOT	0.05	1575	0.05
5117	SPOT	0.05	1575	0.05
5118	SPOT	0.05	1575	0.05
5119	SPOT	0.05	1575	0.05
5120	SPOT	0.05	1575	0.05
5121	SPOT	0.05	1575	0.05
5122	SPOT	0.05	1575	0.05
5123	SPOT	0.05	1575	0.05
5124	SPOT	0.05	1575	0.05
5125	SPOT	0.05	1575	0.05
5126	SPOT	0.05	1575	0.05
5127	SPOT	0.05	1575	0.05
5128	SPOT	0.05	1575	0.05
5129	SPOT	0.05	1575	0.05
5130	SPOT	0.05	1575	0.05
5131	SPOT	0.05	1575	0.05
5132	SPOT	0.05	1575	0.05
5133	SPOT	0.05	1575	0.05
5134	SPOT	0.05	1575	0.05
5135	SPOT	0.05	1575	0.05
5136	SPOT	0.05	1575	0.05
5137	SPOT	0.05	1575	0.05
5138	SPOT	0.05	1575	0.05
5139	SPOT	0.05	1575	0.05
5140	SPOT	0.05	1575	0.05
5141	SPOT	0.05	1575	0.05
5142	SPOT	0.05	1575	0.05
5143	SPOT	0.05	1575	0.05
5144	SPOT	0.05	1575	0.05
5145	SPOT	0.05	1575	0.05
5146	SPOT	0.05	1575	0.05
5147	SPOT	0.05	1575	0.05
5148	SPOT	0.05	1575	0.05
5152	SPOT	0.05	1575	0.05
5153	SPOT	0.05	1575	0.05
5154	SPOT	0.05	1575	0.05
5155	SPOT	0.05	1575	0.05
5156	SPOT	0.05	1575	0.05
5157	SPOT	0.05	1575	0.05
5158	SPOT	0.05	1575	0.05
5159	SPOT	0.05	1575	0.05
5160	SPOT	0.05	1575	0.05
5161	SPOT	0.05	1575	0.05
5162	SPOT	0.05	1575	0.05
5163	SPOT	0.05	1575	0.05
5164	SPOT	0.05	1575	0.05
5165	SPOT	0.05	1575	0.05
5166	SPOT	0.05	1575	0.05
5167	SPOT	0.05	1575	0.05
5168	SPOT	0.05	1575	0.05
5169	SPOT	0.05	1575	0.05
5170	SPOT	0.05	1575	0.05
5171	SPOT	0.05	1575	0.05
5172	SPOT	0.05	1575	0.05
5173	SPOT	0.05	1575	0.05
5174	SPOT	0.05	1575	0.05
5175	SPOT	0.05	1575	0.05
5176	SPOT	0.05	1575	0.05
5177	SPOT	0.05	1575	0.05
5178	SPOT	0.05	1575	0.05
5179	SPOT	0.05	1575	0.05
5180	SPOT	0.05	1575	0.05
5181	SPOT	0.05	1575	0.05
5182	SPOT	0.05	1575	0.05
5183	SPOT	0.05	1575	0.05
5184	SPOT	0.05	1575	0.05
5185	SPOT	0.05	1575	0.05
5186	SPOT	0.05	1575	0.05
5187	SPOT	0.05	1575	0.05
5188	SPOT	0.05	1575	0.05
5189	SPOT	0.05	1575	0.05
5190	SPOT	0.05	1575	0.05
5191	SPOT	0.05	1575	0.05
5192	SPOT	0.05	1575	0.05
5193	SPOT	0.05	1575	0.05
5194	SPOT	0.05	1575	0.05
5195	SPOT	0.05	1575	0.05
5196	SPOT	0.05	1575	0.05
5197	SPOT	0.05	1575	0.05
5198	SPOT	0.05	1575	0.05
5199	SPOT	0.05	1575	0.05
5200	SPOT	0.05	1575	0.05
5201	SPOT	0.05	1575	0.05
5202	SPOT	0.05	1575	0.05
5203	SPOT	0.05	1575	0.05
5204	SPOT	0.05	1575	0.05
5205	SPOT	0.05	1575	0.05
5206	SPOT	0.05	1575	0.05
5207	SPOT	0.05	1575	0.05
5208	SPOT	0.05	1575	0.05
5209	SPOT	0.05	1575	0.05
5210	SPOT	0.05	1575	0.05
5211	SPOT	0.05	1575	0.05
5212	SPOT	0.05	1575	0.05
5213	SPOT	0.05	1575	0.05
5214	SPOT	0.05	1575	0.05
5215	SPOT	0.05	1575	0.05
5216	SPOT	0.05	1575	0.05
5217	SPOT	0.05	1575	0.05
5218	SPOT	0.05	1575	0.05
5219	SPOT	0.05	1575	0.05
5220	SPOT	0.05	1575	0.05
5221	SPOT	0.05	1575	0.05
5222	SPOT	0.05	1575	0.05
5223	SPOT	0.05	1575	0.05
5224	SPOT	0.05	1575	0.05
5225	SPOT	0.05	1553	0.05
5226	SPOT	0.05	476	0.05
5227	SPOT	0.05	447	0.05
5095	SPOT	0.12	5175	0.24
5096	SPOT	0.12	5175	0.24
5097	SPOT	0.12	5175	0.24
5149	SPOT	0.12	5175	0.24
5150	SPOT	0.12	5175	0.24
5151	SPOT	0.12	5175	0.24
5229	SPOT	0.02	3437	0.02
5230	SPOT	0.02	3437	0.02
5228	SPOT	0.01	7141	0.03
5231	SPOT	0.01	3532.75	0.01
5232	SPOT	0.01	3532.75	0.01
5233	SPOT	0.01	2942.04	0.01
5234	SPOT	0.01	2942.04	0.01
5235	SPOT	0.01	2942.04	0.01
5236	SPOT	0.01	2942.04	0.01
