
========== OUTPUT ==========
TaskID	JobID	STATUS	DatacenterID	SlotID	Time	Start Time	Finish Time
4636	194	MAP	SUCCESS	2	13032	104.83	6287	6391.83
4366	194	MAP	SUCCESS	2	13033	104.83	6287	6391.83
4639	194	MAP	SUCCESS	2	13076	104.83	6287	6391.83
4464	194	MAP	SUCCESS	2	14077	104.83	6287	6391.83
4370	194	MAP	SUCCESS	2	13092	104.83	6287	6391.83
4550	194	MAP	SUCCESS	2	13100	104.83	6287	6391.83
4642	194	MAP	SUCCESS	2	13117	104.83	6287	6391.83
4643	194	MAP	SUCCESS	2	14125	104.83	6287	6391.83
4375	194	MAP	SUCCESS	2	14148	104.83	6287	6391.83
4650	194	MAP	SUCCESS	2	13184	104.83	6287	6391.83
4560	194	MAP	SUCCESS	2	13221	104.83	6287	6391.83
4381	194	MAP	SUCCESS	2	14221	104.83	6287	6391.83
4393	194	MAP	SUCCESS	2	13349	104.83	6287	6391.83
4573	194	MAP	SUCCESS	2	13369	104.83	6287	6391.83
4497	194	MAP	SUCCESS	2	13400	104.83	6287	6391.83
4576	194	MAP	SUCCESS	2	13401	104.83	6287	6391.83
4579	194	MAP	SUCCESS	2	13416	104.83	6287	6391.83
4582	194	MAP	SUCCESS	2	14456	104.83	6287	6391.83
4588	194	MAP	SUCCESS	2	14501	104.83	6287	6391.83
4590	194	MAP	SUCCESS	2	14513	104.83	6287	6391.83
4409	194	MAP	SUCCESS	2	13525	104.83	6287	6391.83
4505	194	MAP	SUCCESS	2	14540	104.83	6287	6391.83
4512	194	MAP	SUCCESS	2	13628	104.83	6287	6391.83
4601	194	MAP	SUCCESS	2	14652	104.83	6287	6391.83
4517	194	MAP	SUCCESS	2	14669	104.83	6287	6391.83
4521	194	MAP	SUCCESS	2	13745	104.83	6287	6391.83
4428	194	MAP	SUCCESS	2	14752	104.83	6287	6391.83
4429	194	MAP	SUCCESS	2	13760	104.83	6287	6391.83
4430	194	MAP	SUCCESS	2	13761	104.83	6287	6391.83
4525	194	MAP	SUCCESS	2	13796	104.83	6287	6391.83
4344	194	MAP	SUCCESS	2	13797	104.83	6287	6391.83
4163	192	REDUCE	SUCCESS	2	12874	19.17	6377.83	6397
4164	192	REDUCE	SUCCESS	2	12875	19.17	6377.83	6397
4165	192	REDUCE	SUCCESS	2	12878	19.17	6377.83	6397
4166	192	REDUCE	SUCCESS	2	12879	19.17	6377.83	6397
4167	192	REDUCE	SUCCESS	2	12882	19.17	6377.83	6397
4168	192	REDUCE	SUCCESS	2	12883	19.17	6377.83	6397
4335	193	REDUCE	SUCCESS	2	12862	45.17	6388.83	6434
4336	193	REDUCE	SUCCESS	2	12863	45.17	6388.83	6434
4337	193	REDUCE	SUCCESS	2	12866	45.17	6388.83	6434
4338	193	REDUCE	SUCCESS	2	12867	45.17	6388.83	6434
4339	193	REDUCE	SUCCESS	2	12870	45.17	6388.83	6434
4340	193	REDUCE	SUCCESS	2	12871	45.17	6388.83	6434
4658	195	MAP	SUCCESS	2	13208	99.83	6335	6434.83
4659	195	REDUCE	SUCCESS	2	12962	19.17	6434.83	6454
4660	195	REDUCE	SUCCESS	2	12963	19.17	6434.83	6454
4661	195	REDUCE	SUCCESS	2	12966	19.17	6434.83	6454
4662	195	REDUCE	SUCCESS	2	12967	19.17	6434.83	6454
4663	195	REDUCE	SUCCESS	2	12970	19.17	6434.83	6454
4664	195	REDUCE	SUCCESS	2	12971	19.17	6434.83	6454
4652	194	REDUCE	SUCCESS	2	12886	68.17	6391.83	6460
4653	194	REDUCE	SUCCESS	2	12887	68.17	6391.83	6460
4654	194	REDUCE	SUCCESS	2	12954	68.17	6391.83	6460
4655	194	REDUCE	SUCCESS	2	12955	68.17	6391.83	6460
4656	194	REDUCE	SUCCESS	2	12958	68.17	6391.83	6460
4657	194	REDUCE	SUCCESS	2	12959	68.17	6391.83	6460
695	65	MAP	SUCCESS	2	13216	99.83	6373	6472.83
696	65	REDUCE	SUCCESS	2	12974	19.17	6472.83	6492
697	65	REDUCE	SUCCESS	2	12975	19.17	6472.83	6492
698	65	REDUCE	SUCCESS	2	12978	19.17	6472.83	6492
699	65	REDUCE	SUCCESS	2	12979	19.17	6472.83	6492
700	65	REDUCE	SUCCESS	2	12982	19.17	6472.83	6492
701	65	REDUCE	SUCCESS	2	12983	19.17	6472.83	6492
4665	196	MAP	SUCCESS	2	13241	94.83	6459	6553.83
4666	196	REDUCE	SUCCESS	2	12986	19.17	6553.83	6573
4667	196	REDUCE	SUCCESS	2	12987	19.17	6553.83	6573
4668	196	REDUCE	SUCCESS	2	12990	19.17	6553.83	6573
4669	196	REDUCE	SUCCESS	2	12991	19.17	6553.83	6573
4670	196	REDUCE	SUCCESS	2	12994	19.17	6553.83	6573
4671	196	REDUCE	SUCCESS	2	12995	19.17	6553.83	6573
4672	197	MAP	SUCCESS	2	13273	102.83	6487	6589.83
4673	197	REDUCE	SUCCESS	2	12998	19.17	6589.83	6609
4674	197	REDUCE	SUCCESS	2	12999	19.17	6589.83	6609
4675	197	REDUCE	SUCCESS	2	13002	19.17	6589.83	6609
4676	197	REDUCE	SUCCESS	2	13003	19.17	6589.83	6609
4677	197	REDUCE	SUCCESS	2	13006	19.17	6589.83	6609
4678	197	REDUCE	SUCCESS	2	13007	19.17	6589.83	6609
4679	198	MAP	SUCCESS	2	14292	104.83	6594	6698.83
4680	198	REDUCE	SUCCESS	2	13010	19.17	6698.83	6718
4681	198	REDUCE	SUCCESS	2	13011	19.17	6698.83	6718
4682	198	REDUCE	SUCCESS	2	13014	19.17	6698.83	6718
4683	198	REDUCE	SUCCESS	2	13015	19.17	6698.83	6718
4684	198	REDUCE	SUCCESS	2	13018	19.17	6698.83	6718
4685	198	REDUCE	SUCCESS	2	13019	19.17	6698.83	6718
4686	199	MAP	SUCCESS	2	14300	96.27	6633	6729.27
4693	200	MAP	SUCCESS	2	13329	100.27	6640	6740.27
4687	199	REDUCE	SUCCESS	2	13022	19.56	6729.27	6748.83
4688	199	REDUCE	SUCCESS	2	13023	19.56	6729.27	6748.83
4689	199	REDUCE	SUCCESS	2	13118	19.56	6729.27	6748.83
4690	199	REDUCE	SUCCESS	2	13119	19.56	6729.27	6748.83
4691	199	REDUCE	SUCCESS	2	13122	19.56	6729.27	6748.83
4692	199	REDUCE	SUCCESS	2	13123	19.56	6729.27	6748.83
4700	201	MAP	SUCCESS	2	14341	103.27	6650	6753.27
4694	200	REDUCE	SUCCESS	2	13126	19.56	6740.27	6759.83
4695	200	REDUCE	SUCCESS	2	13127	19.56	6740.27	6759.83
4696	200	REDUCE	SUCCESS	2	13130	19.56	6740.27	6759.83
4697	200	REDUCE	SUCCESS	2	13131	19.56	6740.27	6759.83
4698	200	REDUCE	SUCCESS	2	13134	19.56	6740.27	6759.83
4699	200	REDUCE	SUCCESS	2	13135	19.56	6740.27	6759.83
4701	201	REDUCE	SUCCESS	2	13138	19.56	6753.27	6772.83
4702	201	REDUCE	SUCCESS	2	13139	19.56	6753.27	6772.83
4703	201	REDUCE	SUCCESS	2	13142	19.56	6753.27	6772.83
4704	201	REDUCE	SUCCESS	2	13143	19.56	6753.27	6772.83
4705	201	REDUCE	SUCCESS	2	13146	19.56	6753.27	6772.83
4706	201	REDUCE	SUCCESS	2	13147	19.56	6753.27	6772.83
4714	203	MAP	SUCCESS	2	13348	95.27	6702	6797.27
4715	203	REDUCE	SUCCESS	2	13150	19.56	6797.27	6816.83
4716	203	REDUCE	SUCCESS	2	13151	19.56	6797.27	6816.83
4717	203	REDUCE	SUCCESS	2	13154	19.56	6797.27	6816.83
4718	203	REDUCE	SUCCESS	2	13155	19.56	6797.27	6816.83
4719	203	REDUCE	SUCCESS	2	13158	19.56	6797.27	6816.83
4720	203	REDUCE	SUCCESS	2	13159	19.56	6797.27	6816.83
866	69	MAP	SUCCESS	2	12800	94.56	6725.27	6819.83
777	69	MAP	SUCCESS	2	12884	94.56	6725.27	6819.83
779	69	MAP	SUCCESS	2	13893	94.56	6725.27	6819.83
783	69	MAP	SUCCESS	2	12997	94.56	6725.27	6819.83
822	69	MAP	SUCCESS	2	13393	94.56	6725.27	6819.83
727	69	MAP	SUCCESS	2	14397	94.56	6725.27	6819.83
837	69	MAP	SUCCESS	2	14553	94.56	6725.27	6819.83
747	69	MAP	SUCCESS	2	13605	94.56	6725.27	6819.83
751	69	MAP	SUCCESS	2	13645	94.56	6725.27	6819.83
851	69	MAP	SUCCESS	2	13652	94.56	6725.27	6819.83
754	69	MAP	SUCCESS	2	13665	94.56	6725.27	6819.83
855	69	MAP	SUCCESS	2	14673	94.56	6725.27	6819.83
815	69	MAP	SUCCESS	2	14304	95.56	6725.27	6820.83
729	69	MAP	SUCCESS	2	13417	95.56	6725.27	6820.83
834	69	MAP	SUCCESS	2	13509	95.56	6725.27	6820.83
740	69	MAP	SUCCESS	2	13568	95.56	6725.27	6820.83
841	69	MAP	SUCCESS	2	14588	95.56	6725.27	6820.83
749	69	MAP	SUCCESS	2	13624	95.56	6725.27	6820.83
853	69	MAP	SUCCESS	2	13664	95.56	6725.27	6820.83
755	69	MAP	SUCCESS	2	14665	95.56	6725.27	6820.83
756	69	MAP	SUCCESS	2	14676	95.56	6725.27	6820.83
757	69	MAP	SUCCESS	2	13689	95.56	6725.27	6820.83
875	69	MAP	SUCCESS	2	12853	96.56	6725.27	6821.83
774	69	MAP	SUCCESS	2	12877	96.56	6725.27	6821.83
776	69	MAP	SUCCESS	2	13881	96.56	6725.27	6821.83
790	69	MAP	SUCCESS	2	13048	96.56	6725.27	6821.83
807	69	MAP	SUCCESS	2	14216	96.56	6725.27	6821.83
818	69	MAP	SUCCESS	2	14368	96.56	6725.27	6821.83
825	69	MAP	SUCCESS	2	14408	96.56	6725.27	6821.83
830	69	MAP	SUCCESS	2	14472	96.56	6725.27	6821.83
734	69	MAP	SUCCESS	2	14484	96.56	6725.27	6821.83
832	69	MAP	SUCCESS	2	14496	96.56	6725.27	6821.83
835	69	MAP	SUCCESS	2	14521	96.56	6725.27	6821.83
839	69	MAP	SUCCESS	2	13565	96.56	6725.27	6821.83
741	69	MAP	SUCCESS	2	14569	96.56	6725.27	6821.83
746	69	MAP	SUCCESS	2	14597	96.56	6725.27	6821.83
753	69	MAP	SUCCESS	2	14664	96.56	6725.27	6821.83
854	69	MAP	SUCCESS	2	13672	96.56	6725.27	6821.83
760	69	MAP	SUCCESS	2	13721	96.56	6725.27	6821.83
764	69	MAP	SUCCESS	2	13757	96.56	6725.27	6821.83
864	69	MAP	SUCCESS	2	14769	96.56	6725.27	6821.83
767	69	MAP	SUCCESS	2	14784	96.56	6725.27	6821.83
865	69	MAP	SUCCESS	2	14796	96.56	6725.27	6821.83
781	69	MAP	SUCCESS	2	13953	97.56	6725.27	6822.83
795	69	MAP	SUCCESS	2	13093	97.56	6725.27	6822.83
799	69	MAP	SUCCESS	2	14133	97.56	6725.27	6822.83
801	69	MAP	SUCCESS	2	13161	97.56	6725.27	6822.83
814	69	MAP	SUCCESS	2	14301	97.56	6725.27	6822.83
726	69	MAP	SUCCESS	2	13373	97.56	6725.27	6822.83
824	69	MAP	SUCCESS	2	13405	97.56	6725.27	6822.83
731	69	MAP	SUCCESS	2	13424	97.56	6725.27	6822.83
847	69	MAP	SUCCESS	2	13621	97.56	6725.27	6822.83
852	69	MAP	SUCCESS	2	13657	97.56	6725.27	6822.83
752	69	MAP	SUCCESS	2	13661	97.56	6725.27	6822.83
857	69	MAP	SUCCESS	2	14688	97.56	6725.27	6822.83
860	69	MAP	SUCCESS	2	13720	97.56	6725.27	6822.83
867	69	MAP	SUCCESS	2	12809	98.56	6725.27	6823.83
868	69	MAP	SUCCESS	2	13820	98.56	6725.27	6823.83
870	69	MAP	SUCCESS	2	14829	98.56	6725.27	6823.83
773	69	MAP	SUCCESS	2	12869	98.56	6725.27	6823.83
782	69	MAP	SUCCESS	2	13972	98.56	6725.27	6823.83
804	69	MAP	SUCCESS	2	13181	98.56	6725.27	6823.83
805	69	MAP	SUCCESS	2	13189	98.56	6725.27	6823.83
812	69	MAP	SUCCESS	2	14280	98.56	6725.27	6823.83
813	69	MAP	SUCCESS	2	14293	98.56	6725.27	6823.83
816	69	MAP	SUCCESS	2	13305	98.56	6725.27	6823.83
823	69	MAP	SUCCESS	2	14396	98.56	6725.27	6823.83
728	69	MAP	SUCCESS	2	13413	98.56	6725.27	6823.83
736	69	MAP	SUCCESS	2	14512	98.56	6725.27	6823.83
838	69	MAP	SUCCESS	2	13556	98.56	6725.27	6823.83
739	69	MAP	SUCCESS	2	13560	98.56	6725.27	6823.83
744	69	MAP	SUCCESS	2	14584	98.56	6725.27	6823.83
845	69	MAP	SUCCESS	2	13620	98.56	6725.27	6823.83
856	69	MAP	SUCCESS	2	13688	98.56	6725.27	6823.83
859	69	MAP	SUCCESS	2	13709	98.56	6725.27	6823.83
762	69	MAP	SUCCESS	2	14733	98.56	6725.27	6823.83
765	69	MAP	SUCCESS	2	14765	98.56	6725.27	6823.83
768	69	MAP	SUCCESS	2	12813	99.56	6725.27	6824.83
876	69	MAP	SUCCESS	2	13856	99.56	6725.27	6824.83
794	69	MAP	SUCCESS	2	14084	99.56	6725.27	6824.83
798	69	MAP	SUCCESS	2	14129	99.56	6725.27	6824.83
800	69	MAP	SUCCESS	2	14140	99.56	6725.27	6824.83
810	69	MAP	SUCCESS	2	13245	99.56	6725.27	6824.83
817	69	MAP	SUCCESS	2	14356	99.56	6725.27	6824.83
732	69	MAP	SUCCESS	2	14468	99.56	6725.27	6824.83
735	69	MAP	SUCCESS	2	13508	99.56	6725.27	6824.83
742	69	MAP	SUCCESS	2	13580	99.56	6725.27	6824.83
745	69	MAP	SUCCESS	2	13589	99.56	6725.27	6824.83
748	69	MAP	SUCCESS	2	14609	99.56	6725.27	6824.83
763	69	MAP	SUCCESS	2	14748	99.56	6725.27	6824.83
863	69	MAP	SUCCESS	2	13756	99.56	6725.27	6824.83
769	69	MAP	SUCCESS	2	13816	100.56	6725.27	6825.83
873	69	MAP	SUCCESS	2	13841	100.56	6725.27	6825.83
778	69	MAP	SUCCESS	2	12893	100.56	6725.27	6825.83
793	69	MAP	SUCCESS	2	13072	100.56	6725.27	6825.83
796	69	MAP	SUCCESS	2	14093	100.56	6725.27	6825.83
806	69	MAP	SUCCESS	2	13193	100.56	6725.27	6825.83
725	69	MAP	SUCCESS	2	14372	100.56	6725.27	6825.83
828	69	MAP	SUCCESS	2	13428	100.56	6725.27	6825.83
733	69	MAP	SUCCESS	2	13481	100.56	6725.27	6825.83
738	69	MAP	SUCCESS	2	14544	100.56	6725.27	6825.83
743	69	MAP	SUCCESS	2	14581	100.56	6725.27	6825.83
848	69	MAP	SUCCESS	2	14621	100.56	6725.27	6825.83
871	69	MAP	SUCCESS	2	12833	101.56	6725.27	6826.83
784	69	MAP	SUCCESS	2	13008	101.56	6725.27	6826.83
785	69	MAP	SUCCESS	2	14009	101.56	6725.27	6826.83
786	69	MAP	SUCCESS	2	13020	101.56	6725.27	6826.83
787	69	MAP	SUCCESS	2	14025	101.56	6725.27	6826.83
789	69	MAP	SUCCESS	2	14044	101.56	6725.27	6826.83
808	69	MAP	SUCCESS	2	13220	101.56	6725.27	6826.83
723	69	MAP	SUCCESS	2	14353	101.56	6725.27	6826.83
724	69	MAP	SUCCESS	2	13361	101.56	6725.27	6826.83
819	69	MAP	SUCCESS	2	13372	101.56	6725.27	6826.83
820	69	MAP	SUCCESS	2	14380	101.56	6725.27	6826.83
821	69	MAP	SUCCESS	2	13384	101.56	6725.27	6826.83
829	69	MAP	SUCCESS	2	14429	101.56	6725.27	6826.83
840	69	MAP	SUCCESS	2	14577	101.56	6725.27	6826.83
844	69	MAP	SUCCESS	2	13609	101.56	6725.27	6826.83
850	69	MAP	SUCCESS	2	13641	101.56	6725.27	6826.83
758	69	MAP	SUCCESS	2	14696	101.56	6725.27	6826.83
874	69	MAP	SUCCESS	2	12845	102.56	6725.27	6827.83
788	69	MAP	SUCCESS	2	14032	102.56	6725.27	6827.83
791	69	MAP	SUCCESS	2	14056	102.56	6725.27	6827.83
802	69	MAP	SUCCESS	2	13169	102.56	6725.27	6827.83
826	69	MAP	SUCCESS	2	14412	102.56	6725.27	6827.83
831	69	MAP	SUCCESS	2	14480	102.56	6725.27	6827.83
846	69	MAP	SUCCESS	2	14620	102.56	6725.27	6827.83
849	69	MAP	SUCCESS	2	13633	102.56	6725.27	6827.83
771	69	MAP	SUCCESS	2	13821	103.56	6725.27	6828.83
772	69	MAP	SUCCESS	2	12828	103.56	6725.27	6828.83
780	69	MAP	SUCCESS	2	13909	103.56	6725.27	6828.83
797	69	MAP	SUCCESS	2	14117	103.56	6725.27	6828.83
809	69	MAP	SUCCESS	2	14233	103.56	6725.27	6828.83
730	69	MAP	SUCCESS	2	14420	103.56	6725.27	6828.83
737	69	MAP	SUCCESS	2	14529	103.56	6725.27	6828.83
759	69	MAP	SUCCESS	2	14720	103.56	6725.27	6828.83
761	69	MAP	SUCCESS	2	14725	103.56	6725.27	6828.83
861	69	MAP	SUCCESS	2	13740	103.56	6725.27	6828.83
766	69	MAP	SUCCESS	2	13776	103.56	6725.27	6828.83
770	69	MAP	SUCCESS	2	14817	104.56	6725.27	6829.83
869	69	MAP	SUCCESS	2	12824	104.56	6725.27	6829.83
872	69	MAP	SUCCESS	2	13840	104.56	6725.27	6829.83
775	69	MAP	SUCCESS	2	12881	104.56	6725.27	6829.83
792	69	MAP	SUCCESS	2	14061	104.56	6725.27	6829.83
803	69	MAP	SUCCESS	2	14180	104.56	6725.27	6829.83
811	69	MAP	SUCCESS	2	14245	104.56	6725.27	6829.83
827	69	MAP	SUCCESS	2	13425	104.56	6725.27	6829.83
833	69	MAP	SUCCESS	2	14508	104.56	6725.27	6829.83
836	69	MAP	SUCCESS	2	13553	104.56	6725.27	6829.83
842	69	MAP	SUCCESS	2	13597	104.56	6725.27	6829.83
843	69	MAP	SUCCESS	2	13608	104.56	6725.27	6829.83
750	69	MAP	SUCCESS	2	14628	104.56	6725.27	6829.83
858	69	MAP	SUCCESS	2	14693	104.56	6725.27	6829.83
862	69	MAP	SUCCESS	2	13744	104.56	6725.27	6829.83
877	69	REDUCE	SUCCESS	2	13162	43.17	6829.83	6873
878	69	REDUCE	SUCCESS	2	13163	43.17	6829.83	6873
879	69	REDUCE	SUCCESS	2	13166	43.17	6829.83	6873
880	69	REDUCE	SUCCESS	2	13167	43.17	6829.83	6873
881	69	REDUCE	SUCCESS	2	13170	43.17	6829.83	6873
882	69	REDUCE	SUCCESS	2	13171	43.17	6829.83	6873
4722	204	MAP	SUCCESS	2	13876	94.27	6815	6909.27
4721	204	MAP	SUCCESS	2	13872	96.27	6815	6911.27
4729	205	MAP	SUCCESS	2	13917	103.27	6823	6926.27
4811	206	MAP	SUCCESS	2	14832	94.27	6836	6930.27
4829	206	MAP	SUCCESS	2	13016	94.27	6836	6930.27
4741	206	MAP	SUCCESS	2	13024	94.27	6836	6930.27
4760	206	MAP	SUCCESS	2	14225	94.27	6836	6930.27
4844	206	MAP	SUCCESS	2	13228	94.27	6836	6930.27
4778	206	MAP	SUCCESS	2	14336	94.27	6836	6930.27
4855	206	MAP	SUCCESS	2	13356	94.27	6836	6930.27
4872	206	MAP	SUCCESS	2	13513	94.27	6836	6930.27
4876	206	MAP	SUCCESS	2	13537	94.27	6836	6930.27
4884	206	MAP	SUCCESS	2	14580	94.27	6836	6930.27
4896	206	MAP	SUCCESS	2	14701	94.27	6836	6930.27
4897	206	MAP	SUCCESS	2	14712	94.27	6836	6930.27
4723	204	REDUCE	SUCCESS	2	13174	19.56	6911.27	6930.83
4724	204	REDUCE	SUCCESS	2	13175	19.56	6911.27	6930.83
4725	204	REDUCE	SUCCESS	2	13178	19.56	6911.27	6930.83
4726	204	REDUCE	SUCCESS	2	13179	19.56	6911.27	6930.83
4727	204	REDUCE	SUCCESS	2	13182	19.56	6911.27	6930.83
4728	204	REDUCE	SUCCESS	2	13183	19.56	6911.27	6930.83
4817	206	MAP	SUCCESS	2	13912	95.27	6836	6931.27
4818	206	MAP	SUCCESS	2	12929	95.27	6836	6931.27
4743	206	MAP	SUCCESS	2	13036	95.27	6836	6931.27
4752	206	MAP	SUCCESS	2	13124	95.27	6836	6931.27
4841	206	MAP	SUCCESS	2	13204	95.27	6836	6931.27
4766	206	MAP	SUCCESS	2	13260	95.27	6836	6931.27
4768	206	MAP	SUCCESS	2	13264	95.27	6836	6931.27
4852	206	MAP	SUCCESS	2	13328	95.27	6836	6931.27
4863	206	MAP	SUCCESS	2	13420	95.27	6836	6931.27
4785	206	MAP	SUCCESS	2	13492	95.27	6836	6931.27
4786	206	MAP	SUCCESS	2	13504	95.27	6836	6931.27
4787	206	MAP	SUCCESS	2	13512	95.27	6836	6931.27
4877	206	MAP	SUCCESS	2	13544	95.27	6836	6931.27
4886	206	MAP	SUCCESS	2	13592	95.27	6836	6931.27
4889	206	MAP	SUCCESS	2	14613	95.27	6836	6931.27
4894	206	MAP	SUCCESS	2	14685	95.27	6836	6931.27
4807	206	MAP	SUCCESS	2	13781	95.27	6836	6931.27
4813	206	MAP	SUCCESS	2	13844	96.27	6836	6932.27
4814	206	MAP	SUCCESS	2	13860	96.27	6836	6932.27
4737	206	MAP	SUCCESS	2	13948	96.27	6836	6932.27
4739	206	MAP	SUCCESS	2	12969	96.27	6836	6932.27
4828	206	MAP	SUCCESS	2	14008	96.27	6836	6932.27
4753	206	MAP	SUCCESS	2	14145	96.27	6836	6932.27
4755	206	MAP	SUCCESS	2	13188	96.27	6836	6932.27
4845	206	MAP	SUCCESS	2	13232	96.27	6836	6932.27
4846	206	MAP	SUCCESS	2	13237	96.27	6836	6932.27
4772	206	MAP	SUCCESS	2	13300	96.27	6836	6932.27
4861	206	MAP	SUCCESS	2	13389	96.27	6836	6932.27
4864	206	MAP	SUCCESS	2	14425	96.27	6836	6932.27
4881	206	MAP	SUCCESS	2	14552	96.27	6836	6932.27
4793	206	MAP	SUCCESS	2	14596	96.27	6836	6932.27
4795	206	MAP	SUCCESS	2	14644	96.27	6836	6932.27
4798	206	MAP	SUCCESS	2	13653	96.27	6836	6932.27
4819	206	MAP	SUCCESS	2	12932	97.27	6836	6933.27
4820	206	MAP	SUCCESS	2	13940	97.27	6836	6933.27
4821	206	MAP	SUCCESS	2	12944	97.27	6836	6933.27
4738	206	MAP	SUCCESS	2	12965	97.27	6836	6933.27
4826	206	MAP	SUCCESS	2	13996	97.27	6836	6933.27
4840	206	MAP	SUCCESS	2	14176	97.27	6836	6933.27
4757	206	MAP	SUCCESS	2	14201	97.27	6836	6933.27
4761	206	MAP	SUCCESS	2	14244	97.27	6836	6933.27
4779	206	MAP	SUCCESS	2	14389	97.27	6836	6933.27
4880	206	MAP	SUCCESS	2	14548	97.27	6836	6933.27
4792	206	MAP	SUCCESS	2	13585	97.27	6836	6933.27
4803	206	MAP	SUCCESS	2	13693	97.27	6836	6933.27
4815	206	MAP	SUCCESS	2	12873	98.27	6836	6934.27
4824	206	MAP	SUCCESS	2	12984	98.27	6836	6934.27
4745	206	MAP	SUCCESS	2	14052	98.27	6836	6934.27
4747	206	MAP	SUCCESS	2	13057	98.27	6836	6934.27
4750	206	MAP	SUCCESS	2	14092	98.27	6836	6934.27
4835	206	MAP	SUCCESS	2	14116	98.27	6836	6934.27
4756	206	MAP	SUCCESS	2	14197	98.27	6836	6934.27
4767	206	MAP	SUCCESS	2	14260	98.27	6836	6934.27
4769	206	MAP	SUCCESS	2	14273	98.27	6836	6934.27
4773	206	MAP	SUCCESS	2	14305	98.27	6836	6934.27
4851	206	MAP	SUCCESS	2	14312	98.27	6836	6934.27
4854	206	MAP	SUCCESS	2	14345	98.27	6836	6934.27
4804	206	MAP	SUCCESS	2	14740	98.27	6836	6934.27
4812	206	MAP	SUCCESS	2	13833	99.27	6836	6935.27
4831	206	MAP	SUCCESS	2	14020	99.27	6836	6935.27
4749	206	MAP	SUCCESS	2	14069	99.27	6836	6935.27
4843	206	MAP	SUCCESS	2	14213	99.27	6836	6935.27
4762	206	MAP	SUCCESS	2	13248	99.27	6836	6935.27
4764	206	MAP	SUCCESS	2	13256	99.27	6836	6935.27
4770	206	MAP	SUCCESS	2	13276	99.27	6836	6935.27
4774	206	MAP	SUCCESS	2	14309	99.27	6836	6935.27
4780	206	MAP	SUCCESS	2	14417	99.27	6836	6935.27
4869	206	MAP	SUCCESS	2	13477	99.27	6836	6935.27
4788	206	MAP	SUCCESS	2	13524	99.27	6836	6935.27
4873	206	MAP	SUCCESS	2	13528	99.27	6836	6935.27
4878	206	MAP	SUCCESS	2	13545	99.27	6836	6935.27
4879	206	MAP	SUCCESS	2	14545	99.27	6836	6935.27
4885	206	MAP	SUCCESS	2	13584	99.27	6836	6935.27
4887	206	MAP	SUCCESS	2	14604	99.27	6836	6935.27
4891	206	MAP	SUCCESS	2	14632	99.27	6836	6935.27
4801	206	MAP	SUCCESS	2	13677	99.27	6836	6935.27
4808	206	MAP	SUCCESS	2	13788	99.27	6836	6935.27
4816	206	MAP	SUCCESS	2	13888	100.27	6836	6936.27
4825	206	MAP	SUCCESS	2	12993	100.27	6836	6936.27
4827	206	MAP	SUCCESS	2	14001	100.27	6836	6936.27
4830	206	MAP	SUCCESS	2	14016	100.27	6836	6936.27
4832	206	MAP	SUCCESS	2	14033	100.27	6836	6936.27
4744	206	MAP	SUCCESS	2	14045	100.27	6836	6936.27
4754	206	MAP	SUCCESS	2	13177	100.27	6836	6936.27
4758	206	MAP	SUCCESS	2	13212	100.27	6836	6936.27
4759	206	MAP	SUCCESS	2	13217	100.27	6836	6936.27
4763	206	MAP	SUCCESS	2	14252	100.27	6836	6936.27
4849	206	MAP	SUCCESS	2	13261	100.27	6836	6936.27
4771	206	MAP	SUCCESS	2	14285	100.27	6836	6936.27
4857	206	MAP	SUCCESS	2	13360	100.27	6836	6936.27
4859	206	MAP	SUCCESS	2	14376	100.27	6836	6936.27
4862	206	MAP	SUCCESS	2	13412	100.27	6836	6936.27
4866	206	MAP	SUCCESS	2	14441	100.27	6836	6936.27
4797	206	MAP	SUCCESS	2	14649	100.27	6836	6936.27
4802	206	MAP	SUCCESS	2	14684	100.27	6836	6936.27
4895	206	MAP	SUCCESS	2	13692	100.27	6836	6936.27
4805	206	MAP	SUCCESS	2	14741	100.27	6836	6936.27
4810	206	MAP	SUCCESS	2	14793	100.27	6836	6936.27
4822	206	MAP	SUCCESS	2	13944	101.27	6836	6937.27
4837	206	MAP	SUCCESS	2	13141	101.27	6836	6937.27
4842	206	MAP	SUCCESS	2	14212	101.27	6836	6937.27
4847	206	MAP	SUCCESS	2	14240	101.27	6836	6937.27
4871	206	MAP	SUCCESS	2	14497	101.27	6836	6937.27
4875	206	MAP	SUCCESS	2	14533	101.27	6836	6937.27
4790	206	MAP	SUCCESS	2	13561	101.27	6836	6937.27
4888	206	MAP	SUCCESS	2	13613	101.27	6836	6937.27
4796	206	MAP	SUCCESS	2	14645	101.27	6836	6937.27
4799	206	MAP	SUCCESS	2	14672	101.27	6836	6937.27
4806	206	MAP	SUCCESS	2	13753	101.27	6836	6937.27
4823	206	MAP	SUCCESS	2	12976	102.27	6836	6938.27
4746	206	MAP	SUCCESS	2	13053	102.27	6836	6938.27
4834	206	MAP	SUCCESS	2	14060	102.27	6836	6938.27
4838	206	MAP	SUCCESS	2	14153	102.27	6836	6938.27
4850	206	MAP	SUCCESS	2	13272	102.27	6836	6938.27
4776	206	MAP	SUCCESS	2	14313	102.27	6836	6938.27
4853	206	MAP	SUCCESS	2	14329	102.27	6836	6938.27
4856	206	MAP	SUCCESS	2	13357	102.27	6836	6938.27
4860	206	MAP	SUCCESS	2	13385	102.27	6836	6938.27
